sid,label
1281722,1
1741767,0
1751168,0
1245454,1
1406688,0
1616665,0
1731054,1
1207954,0
1811164,1
1974300,1
1625099,1
1437769,1
1072986,1
1081606,1
1655870,1
1414039,1
1890954,1
1743373,0
1300634,0
1230285,1
1319865,0
1649817,1
1022041,0
1553306,1
1039032,0
1183420,0
1513308,0
1683411,1
1923752,1
1776534,1
1622880,1
1347355,0
1617315,1
1052085,1
1683841,1
1560558,1
1371656,1
1331724,0
1900395,1
1657317,0
1416629,0
1213090,0
1782847,1
1078444,1
1937586,0
1241289,0
1214971,0
1427251,0
1888881,0
1382805,0
1932238,1
1939962,0
1111361,0
1793495,1
1020402,1
1434889,1
1064707,0
1170276,1
1243588,0
1713233,0
1433514,1
1976137,1
1891218,0
1332704,0
1950845,0
1401206,0
1551631,1
1592510,0
1065660,0
1835676,0
1272291,1
1677909,0
1010301,0
1698429,0
1323031,0
1720628,1
1640676,0
1462729,0
1147619,0
1180434,0
1180381,1
1849901,1
1142559,1
1549036,1
1263364,1
1556218,0
1264831,0
1577913,1
1334465,1
1463667,0
1391662,0
1683498,1
1354506,1
1679461,1
1063751,0
1753794,0
1478872,1
1742924,0
1479820,0
1483948,1
1661625,0
1390948,1
1428427,1
1318601,1
1322161,0
1018026,1
1822795,1
1984302,1
1444011,1
1469021,1
1827482,0
1381211,0
1370286,0
1121606,1
1744881,1
1084886,0
1230436,0
1672209,0
1848951,0
1340090,0
1103819,0
1940378,1
1131957,1
1748488,0
1336076,0
1830373,1
1402389,0
1877076,1
1855020,1
1486835,1
1640997,0
1046349,0
1983763,1
1285162,0
1857930,0
1755554,1
1658136,0
1669994,0
1725562,0
1373666,0
1534443,0
1727899,0
1691151,0
1475807,0
1055200,0
1051303,0
1618854,1
1186397,1
1715337,1
1988345,1
1033503,1
1591646,1
1611888,1
1801027,0
1103146,0
1157658,0
1304058,0
1557614,0
1643854,0
1104669,1
1381284,0
1450116,0
1331869,0
1821878,0
1723964,1
1880987,1
1496974,0
1391146,0
1838164,1
1381622,1
1596019,0
1455064,0
1888089,0
1614982,0
1613715,0
1729475,0
1897864,0
1397789,0
1515094,0
1701241,0
1832330,0
1044727,1
1860079,0
1883263,0
1539383,0
1860274,0
1996550,0
1350937,0
1701291,1
1501093,1
1587170,0
1908922,1
1156149,0
1068154,0
1686676,1
1932209,1
1636544,0
1389641,0
1480191,0
1322551,1
1725820,1
1463342,1
1121085,0
1717825,0
1462070,1
1341145,0
1973482,0
1267474,0
1276568,1
1206883,1
1703538,0
1118335,1
1778933,1
1506779,0
1136418,0
1043200,0
1354622,1
1583906,1
1834835,1
1910647,0
1006911,1
1985182,0
1894458,1
1978789,1
1064548,0
1017607,1
1635100,0
1041657,0
1015340,0
1916749,0
1074609,0
1391818,0
1381907,1
1375835,0
1605911,0
1646102,1
1292387,0
1008776,0
1995040,0
1133058,0
1400873,1
1265307,1
1004658,0
1400362,1
1871469,0
1728371,1
1699536,0
1583856,0
1982336,1
1189511,1
1042824,1
1762944,0
1580698,1
1490391,1
1573084,0
1747585,0
1466712,0
1196749,0
1846662,0
1895194,1
1365944,0
1875868,0
1249139,0
1936614,1
1969218,0
1773415,0
1550733,0
1943460,1
1657495,0
1936541,1
1347395,0
1337285,0
1229334,1
1571539,0
1969687,0
1928067,0
1036826,1
1575823,1
1759713,0
1575020,1
1230470,0
1821340,0
1203151,0
1814672,0
1319302,0
1271702,1
1714506,1
1026915,0
1665370,0
1819250,0
1170932,1
1779400,1
1213503,0
1187114,0
1828470,0
1153781,1
1402198,0
1494209,1
1024201,1
1014352,0
1391699,0
1249916,1
1928432,1
1150497,0
1870796,0
1986631,1
1364187,1
1174816,0
1620859,1
1957530,1
1092675,0
1815856,1
1737259,0
1814851,0
1920371,0
1040171,0
1147315,0
1497683,0
1151866,1
1932546,0
1850108,1
1819125,0
1823295,1
1681623,0
1196587,0
1149057,1
1781420,0
1931444,1
1420232,1
1135448,1
1939551,0
1762046,0
1117465,1
1017601,0
1632277,1
1507954,1
1502934,0
1990406,0
1053735,1
1942392,0
1782358,0
1082503,1
1606633,0
1762206,0
1575287,0
1172478,0
1460903,1
1514221,0
1490055,1
1670443,0
1314485,0
1561483,1
1263415,0
1477303,1
1892034,1
1223427,0
1001574,1
1558307,0
1901306,0
1360425,0
1800875,0
1807706,1
1292310,1
1622129,0
1381099,0
1284701,1
1357180,0
1913107,0
1648976,0
1927170,1
1555751,1
1243262,0
1064149,0
1304715,0
1269574,1
1047101,1
1738827,1
1832640,0
1782261,1
1668873,1
1826690,0
1201537,0
1956359,0
1749933,1
1313691,1
1602894,1
1557853,0
1744458,1
1958062,0
1571992,1
1324481,1
1783801,0
1018016,0
1544892,1
1209724,1
1930866,0
1842493,0
1737954,0
1838533,0
1790383,1
1375707,0
1585685,0
1658466,0
1182129,0
1955117,1
1781843,1
1538024,0
1651428,1
1467424,1
1783782,0
1838593,0
1898912,1
1479144,0
1369911,0
1198386,1
1324190,0
1098077,0
1601666,0
1394711,0
1192088,1
1600821,0
1411710,0
1537741,0
1453040,1
1564663,1
1925695,0
1850351,1
1087546,0
1072921,1
1694367,1
1229577,1
1343354,0
1017425,0
1152149,1
1820052,1
1691177,1
1081965,0
1899818,0
1694067,1
1972671,0
1475870,0
1060766,1
1681669,0
1573149,1
1360105,0
1701141,0
1036210,1
1390754,0
1549491,1
1797152,1
1908718,1
1644732,1
1503536,1
1263791,1
1274030,0
1706245,0
1071817,1
1439973,1
1445080,0
1138372,1
1692144,0
1275060,0
1925045,1
1151473,1
1717071,1
1788929,1
1741319,1
1780889,0
1764937,1
1260109,1
1046096,0
1355791,0
1067143,0
1835339,1
1686607,0
1302396,0
1451136,1
1079683,1
1805511,0
1650171,0
1567714,0
1812709,1
1340752,0
1671669,0
1405207,1
1371784,0
1927976,1
1773969,0
1227730,1
1424578,1
1633639,1
1377706,0
1559772,1
1869747,1
1293638,1
1580432,0
1512107,0
1564483,0
1886664,1
1349748,0
1267691,0
1911164,0
1620311,0
1623151,1
1585702,1
1787129,0
1785511,0
1943907,0
1715641,0
1819932,0
1914821,0
1872198,0
1235324,0
1021559,1
1286324,0
1290850,1
1693287,1
1908404,0
1439600,0
1582284,0
1317358,0
1101429,1
1049022,0
1305692,0
1261214,1
1909436,1
1226597,0
1033930,1
1832974,0
1053016,0
1561673,1
1986847,0
1760566,1
1486255,0
1338191,1
1531763,0
1596783,1
1372800,0
1765583,0
1064472,1
1492518,1
1303913,0
1960562,1
1038034,0
1519921,0
1051548,0
1823626,0
1524654,0
1195375,0
1867417,0
1891414,1
1174401,1
1072278,0
1418998,1
1431643,0
1683470,0
1412683,0
1202278,0
1787087,1
1675682,0
1735635,1
1696017,0
1278372,1
1284813,0
1858686,1
1904360,1
1259082,0
1751166,0
1714236,0
1240606,1
1476087,0
1776123,0
1893741,1
1443982,0
1537664,0
1953806,0
1713969,0
1187304,0
1129330,1
1541230,1
1604459,0
1752164,1
1188609,0
1750355,0
1810858,0
1277402,0
1307254,0
1755873,0
1433731,0
1383344,0
1445903,1
1408903,1
1488923,0
1495929,1
1270716,1
1570634,0
1808552,0
1229313,0
1112148,1
1788266,0
1019948,0
1946194,0
1404763,0
1101756,1
1543817,0
1983987,0
1126884,0
1379298,0
1329225,1
1972110,0
1567876,1
1104277,1
1819710,0
1204264,1
1850699,1
1958975,0
1946267,0
1019209,1
1296132,0
1130561,0
1553061,1
1501898,1
1289032,0
1304991,0
1113375,0
1821229,1
1836373,1
1878042,1
1965973,1
1688791,0
1478987,1
1373531,1
1225753,0
1654811,0
1997857,0
1923142,0
1930062,0
1002782,0
1158474,0
1890967,0
1611033,1
1601311,0
1911719,1
1860420,0
1831796,1
1928196,1
1677186,1
1077875,1
1009944,1
1725476,1
1720883,1
1305905,0
1186139,0
1205907,0
1265182,0
1691084,1
1021376,0
1333148,0
1784123,0
1430878,1
1955702,0
1351702,0
1707612,1
1552221,0
1500961,0
1126167,0
1539017,1
1079825,1
1317651,1
1168374,1
1177051,0
1096318,1
1229079,0
1834224,0
1554934,1
1494078,0
1979735,0
1917579,1
1266436,0
1861980,1
1074922,1
1718526,1
1377264,0
1134084,1
1232386,1
1581191,1
1372978,0
1950884,1
1214138,0
1113778,1
1896079,0
1955234,0
1126970,0
1582405,1
1814574,1
1985083,1
1111260,1
1760341,1
1234316,0
1883581,1
1436323,0
1906453,1
1596173,1
1234224,0
1945057,0
1683215,1
1802256,0
1758973,0
1124225,1
1658117,1
1941140,1
1243691,0
1265572,1
1945655,1
1221204,0
1821827,0
1286785,0
1974960,0
1253785,0
1881107,0
1417293,1
1167014,1
1034687,0
1126383,0
1334622,1
1596863,1
1254692,1
1571811,0
1871107,1
1426509,0
1217943,0
1038212,0
1707418,1
1145049,0
1049821,0
1996242,1
1735887,1
1682486,0
1899804,1
1208112,1
1040266,0
1592077,1
1927590,1
1470249,1
1199447,1
1633988,0
1851542,1
1103863,0
1526891,0
1376782,0
1439203,0
1321788,1
1503052,1
1177923,0
1162975,1
1217030,1
1374640,0
1827961,0
1919918,0
1739058,0
1032331,1
1853628,1
1363508,1
1697530,0
1828916,0
1854677,1
1260960,0
1836874,1
1020403,0
1983720,1
1844958,0
1252702,0
1385190,1
1814500,1
1971422,1
1111109,0
1056105,0
1250820,0
1826679,0
1773194,0
1991945,0
1792862,1
1403544,0
1227967,0
1353229,0
1023210,1
1951356,0
1780109,0
1779225,0
1871874,0
1328830,0
1235903,1
1563644,1
1057636,1
1035108,0
1336290,0
1161780,0
1784393,0
1166797,0
1980556,0
1475683,0
1621731,0
1231823,0
1023424,0
1561323,1
1997402,1
1737760,0
1508476,1
1997629,1
1564729,1
1428211,1
1556054,1
1613818,1
1191843,1
1562389,1
1876998,1
1152412,1
1942542,0
1108245,1
1675044,0
1072981,1
1384694,1
1126066,0
1965888,0
1928999,1
1016044,0
1137869,0
1053344,1
1151475,1
1678071,0
1415287,0
1741510,0
1477444,0
1517272,0
1342969,1
1426973,0
1466188,1
1265748,0
1708352,0
1887957,0
1949717,0
1340576,1
1914576,1
1329715,0
1096024,0
1703287,1
1238168,0
1412578,0
1827026,1
1383940,1
1303772,0
1724192,1
1579434,1
1462953,1
1348660,1
1891767,0
1403180,1
1033061,0
1739714,0
1810520,0
1437801,1
1993061,0
1205390,0
1746581,1
1931201,0
1228981,1
1066983,0
1622406,0
1385612,0
1845687,1
1023429,0
1723246,1
1825706,1
1965569,1
1109659,1
1281401,0
1424034,1
1222129,0
1106551,0
1127314,0
1753342,0
1962347,1
1385016,1
1814145,0
1002897,1
1441098,0
1311072,0
1083913,1
1926544,1
1480296,0
1339665,1
1618197,0
1579591,0
1314760,1
1662743,1
1965971,1
1267074,1
1529946,1
1159055,1
1927056,0
1063524,0
1604956,1
1392081,1
1338087,1
1817406,0
1121778,1
1782455,1
1465296,0
1916048,0
1121801,1
1915882,1
1954868,0
1945708,0
1415731,1
1662831,0
1234610,0
1283495,1
1188577,0
1262615,0
1469322,0
1998763,0
1089710,0
1211284,0
1430434,1
1724966,1
1138459,1
1005212,1
1292946,0
1686102,1
1265642,0
1699322,1
1243845,0
1198495,0
1775326,0
1330608,0
1313451,1
1767271,0
1709004,1
1820217,1
1341723,0
1301416,1
1466481,1
1195502,0
1296999,1
1238359,0
1477849,1
1874688,0
1672992,0
1780395,1
1093464,0
1640384,1
1840979,1
1219443,1
1716015,0
1470654,0
1374744,0
1104670,0
1485313,1
1364952,1
1827091,1
1582491,0
1772749,1
1016140,0
1366102,0
1062245,1
1042108,1
1172072,0
1278805,0
1279993,0
1368738,0
1605909,0
1653781,1
1168580,0
1320704,1
1864995,0
1330035,1
1085137,0
1763473,1
1919009,1
1314722,0
1899196,0
1498340,1
1664205,0
1991120,0
1819103,1
1981950,1
1702642,1
1432098,0
1452314,0
1649971,0
1958506,0
1397585,0
1869555,1
1988926,0
1949465,1
1338616,0
1176200,0
1271123,1
1279825,1
1642733,1
1030190,1
1912121,1
1633107,0
1339871,1
1172054,1
1032518,1
1779083,1
1732104,1
1890054,1
1038821,1
1076882,1
1019096,0
1606277,1
1183783,1
1639609,0
1456137,0
1460413,0
1146034,1
1939358,0
1634291,1
1831496,1
1579553,1
1671306,0
1233128,1
1378920,0
1207105,0
1024873,0
1404200,1
1894017,0
1628107,1
1014707,1
1328484,1
1768587,0
1605249,1
1696033,0
1504737,0
1559055,0
1722161,1
1011839,0
1090669,0
1477953,1
1570309,0
1218506,0
1545122,0
1438386,0
1857419,0
1991065,0
1792162,1
1781020,0
1402600,0
1287123,0
1963701,1
1622687,1
1204450,0
1571927,0
1514974,0
1165618,0
1670403,0
1932507,1
1901244,0
1483486,1
1471506,0
1150162,0
1105290,0
1403478,1
1757504,1
1839915,1
1972529,1
1598663,0
1946708,1
1877019,0
1818724,0
1445366,1
1645039,1
1081852,1
1876208,0
1709034,1
1811993,1
1920966,1
1542142,0
1066504,0
1100913,0
1597874,1
1893849,0
1697872,1
1412367,0
1796895,1
1464885,0
1939266,0
1447912,1
1579409,0
1849570,1
1559441,0
1642025,0
1717428,1
1327797,1
1370662,1
1531165,0
1785880,0
1719861,0
1795418,0
1889650,1
1571452,0
1690194,1
1408266,1
1603692,0
1772824,0
1983510,0
1924859,1
1599307,0
1966639,1
1586892,1
1717076,1
1390432,1
1759846,1
1347356,1
1538787,1
1677279,0
1135390,1
1293670,0
1979402,1
1243365,0
1428040,1
1788367,1
1034574,0
1119759,0
1194691,1
1300974,0
1509089,1
1670849,1
1790315,1
1460883,1
1016322,0
1953171,1
1836217,1
1816339,1
1868732,1
1505893,0
1453596,1
1780764,0
1756974,1
1516824,0
1354509,0
1246211,0
1744781,1
1109371,0
1039696,0
1215869,0
1489060,0
1250423,0
1000967,1
1658926,0
1335110,0
1303048,1
1238995,0
1188527,0
1266347,1
1654860,0
1255918,0
1934303,0
1121137,0
1870707,1
1803754,0
1431520,0
1918164,0
1202885,0
1437509,1
1200363,0
1051112,0
1843429,0
1600847,1
1980588,1
1333821,0
1994608,0
1187498,0
1458293,0
1971812,0
1532999,0
1210164,0
1100908,1
1387822,1
1867620,1
1033987,0
1797222,1
1586425,1
1885646,1
1780787,1
1026755,0
1301460,1
1059827,1
1391326,0
1073800,1
1032874,0
1139245,1
1214653,1
1586767,1
1845046,1
1453840,1
1357481,0
1307285,1
1467968,0
1243439,0
1278564,0
1335712,0
1695171,0
1603250,1
1137091,0
1034229,1
1413082,1
1995010,0
1791192,1
1440555,0
1385611,1
1721274,1
1518681,1
1630386,0
1075238,0
1015139,1
1767958,0
1989981,0
1390873,0
1628877,1
1268549,1
1837119,1
1106816,0
1456251,0
1882936,0
1078908,0
1510753,1
1788011,0
1666338,0
1209195,1
1996463,0
1332791,0
1314324,1
1398575,0
1521256,0
1529248,1
1163753,0
1135033,1
1228097,0
1202350,1
1273327,0
1799016,0
1451472,1
1569290,0
1603985,1
1525061,0
1106243,1
1064507,0
1326723,0
1988682,1
1328262,1
1392945,0
1976955,0
1993228,0
1476345,1
1852755,1
1956945,0
1676901,1
1542260,1
1013268,0
1999033,0
1724678,0
1837115,0
1411673,0
1131900,1
1625975,1
1538522,1
1407221,1
1151909,1
1313828,0
1291784,0
1787212,0
1266107,0
1302056,1
1776826,1
1415740,0
1972512,1
1924418,1
1032285,1
1370112,1
1158367,1
1649761,1
1480805,0
1522377,1
1429631,0
1423358,0
1354112,0
1765720,1
1898029,1
1444748,1
1217005,0
1581212,0
1642610,0
1614566,1
1315575,0
1774947,0
1714984,1
1728819,1
1141947,1
1073148,1
1563886,0
1218971,0
1903759,1
1776428,0
1356558,0
1032070,0
1285876,0
1443746,1
1406174,0
1504222,0
1074972,0
1809332,0
1780148,1
1317826,1
1684287,0
1933623,1
1546989,1
1336202,1
1415926,1
1504866,1
1617192,0
1198656,0
1103472,0
1465277,0
1966748,1
1550052,1
1834500,0
1721353,1
1625637,1
1503342,0
1133377,1
1184138,0
1705349,0
1949393,1
1673114,1
1094158,1
1104287,0
1915862,0
1765602,1
1966692,0
1717530,0
1497333,0
1295292,0
1607401,0
1524142,1
1268918,0
1891337,1
1779717,1
1421704,0
1528672,1
1103151,0
1723741,1
1260042,1
1479471,1
1803354,0
1855822,1
1474408,0
1165815,0
1252612,0
1100811,0
1542780,1
1418606,0
1822479,1
1833448,1
1507075,0
1601451,0
1419590,0
1534617,0
1101888,0
1967133,1
1507873,1
1799791,1
1417831,1
1395996,0
1680751,0
1293140,0
1364204,0
1481898,0
1502333,1
1613622,0
1194625,1
1508244,1
1466344,1
1508164,0
1307287,0
1072854,1
1875698,1
1986973,1
1505412,1
1969869,0
1476930,1
1592061,1
1599070,1
1399551,1
1033863,0
1022731,1
1569661,1
1834789,1
1621421,1
1905399,1
1825260,1
1585023,0
1415254,0
1616955,1
1390226,0
1263958,1
1639726,0
1472878,1
1552571,0
1165074,1
1645105,1
1286749,0
1369280,1
1236959,1
1640757,1
1174376,0
1756081,0
1250215,0
1319332,1
1036846,0
1967312,1
1001104,0
1912842,0
1725835,0
1682237,1
1341149,1
1993478,0
1694982,0
1569102,0
1163568,1
1188809,0
1867274,0
1275659,0
1927044,0
1051092,0
1355631,0
1314154,0
1586888,0
1213624,1
1494784,0
1737058,1
1546701,1
1119733,0
1681432,0
1420114,1
1233148,0
1445757,0
1086283,0
1158180,0
1267494,0
1049174,0
1850589,1
1202360,0
1253730,0
1723577,1
1069554,0
1732579,1
1424515,1
1479769,1
1919631,0
1697801,0
1901499,1
1147535,0
1693356,0
1579961,1
1986702,0
1207225,1
1378876,1
1628327,1
1456311,1
1654269,1
1088152,1
1271354,0
1245607,0
1074005,1
1210401,1
1185364,1
1004677,1
1495682,1
1316758,0
1707106,0
1062020,1
1835698,0
1046878,0
1502918,0
1135512,1
1480681,1
1030002,0
1917057,1
1586393,1
1331648,1
1913288,1
1888044,1
1882097,1
1812975,1
1557541,0
1809018,0
1593068,1
1808315,1
1281252,1
1864495,0
1303224,0
1923166,0
1209157,1
1890529,1
1883952,0
1746446,1
1080244,0
1405910,1
1494107,0
1167681,1
1192719,0
1662650,0
1357379,1
1501809,1
1415907,1
1876088,0
1596438,0
1915766,1
1604656,1
1088159,1
1229155,1
1986207,0
1279639,1
1942425,0
1110784,1
1059002,0
1808969,1
1027575,1
1138354,1
1857411,1
1290630,0
1163151,0
1140478,0
1684282,0
1213358,1
1244901,0
1538414,0
1174377,1
1878873,1
1433508,1
1445938,1
1342908,1
1054323,1
1626366,1
1522239,0
1169100,0
1691234,1
1298226,1
1014476,0
1200997,0
1554536,0
1686841,0
1068872,1
1880643,1
1363377,1
1968154,0
1841901,0
1081587,0
1245375,1
1311599,0
1042343,0
1836378,0
1915069,1
1835452,0
1399118,1
1283412,0
1524467,0
1895143,1
1952090,1
1891592,1
1670134,0
1058744,1
1317188,0
1200400,0
1507324,0
1003829,1
1287865,0
1553268,1
1952376,0
1339210,0
1365270,0
1236250,0
1819019,1
1140266,0
1306661,0
1630343,1
1884403,1
1623708,1
1283815,1
1237662,1
1188185,0
1351567,0
1070595,0
1368588,0
1432600,1
1356104,0
1201436,0
1949616,0
1859127,0
1018755,0
1020740,0
1921268,1
1185727,0
1005815,1
1703562,1
1665851,1
1416513,0
1149352,1
1832569,1
1541666,0
1882405,0
1646894,1
1321246,0
1999429,0
1704634,1
1196797,1
1306716,0
1236056,0
1565071,1
1976094,0
1952963,0
1029770,0
1816531,0
1960942,1
1407261,1
1666743,1
1571936,0
1053217,0
1912283,0
1955684,1
1382313,1
1589144,1
1000175,1
1392875,1
1412055,1
1260635,0
1315730,0
1299540,1
1578809,1
1786122,1
1770942,1
1532674,1
1408560,1
1320308,0
1901026,0
1963002,0
1118012,1
1306221,1
1973142,0
1442543,1
1305906,1
1340098,0
1489421,0
1727969,0
1818623,0
1060835,0
1187163,1
1345512,0
1581500,1
1900201,0
1696869,0
1600992,1
1896619,0
1612140,1
1099465,1
1364934,1
1215789,1
1942198,0
1754041,1
1110600,0
1610512,1
1705738,0
1503838,1
1313934,1
1315733,0
1634019,1
1466872,1
1282966,1
1140076,1
1420272,0
1798187,1
1283277,0
1887006,0
1418683,1
1505935,1
1523101,1
1349696,0
1919065,0
1228122,0
1151423,1
1377502,0
1723075,0
1499708,1
1479913,1
1199433,0
1454834,0
1598001,0
1191381,1
1308359,0
